text,label_name
restructuring measures affect production packaging printing material,neutral
sale comprising margarine poland follows approval polish competition authorities earlier october,neutral
sale savcor face cencorp result loss determined owing factors including valuation consideration shares received exchange rates,neutral
sale finalized september october,neutral
"capital alma media corporation 1944757 divided 74,612,523 shares",neutral
shares subscribed stock options registered trade register 20 january 2011 date shares establish shareholder rights,neutral
ship cranes manufactured macgregor partner plants china delivered vessels ordered chinese german peter hong kong based shipping,neutral
ship enclosed entire line storage facilities,neutral
site cover hectares,neutral
study designed enable evaluation therapeutic activity,neutral
transaction place payment merger consideration,neutral
unit planned operational second half stream,neutral
wireless industry iphone launch june 29,neutral
offering covers related production transfer customers production asian decision transfer production,neutral
currently shops selling tikkurila paints kazakhstan shops opened,neutral
15 initial public offerings announced sweden compared earlier bloomberg data shows,neutral
report oriola kd chief executive officer eero,neutral
contract abroad,neutral
release offer securities sale united states,neutral
solution extension existing online mediation solution delivered earlier comptel ibm,neutral
partnership danish subsidiary acquired organization european,neutral
tieto latvia represented companies tietoenator tietoenator operations industries financial cards retail logistics outsourcing managed,neutral
latvia cramo operate 54 rental outlets baltic states,neutral
sites included later,neutral
"preliminary estimation technology park measure 50,000 square meters",neutral
changes envisaged hk ruokatalo reduce number industrial places,neutral
completion sale proha usd12 .7 stake,neutral
w+ñrtsil+ñ aim serve rapidly growing number vessels increasing marine activity sea region,neutral
lihatoostus markets products trademark,neutral
know,neutral
offer customers solutions based renewable raw materials,neutral
participants quote conference,neutral
work assignment started completion spring 2011,neutral
yesterday issued fixed rate deal maturing 2017,neutral
jones owner interiors,neutral
zao yit builds housing moscow surrounding cities,neutral
issue benchmark covered deal,neutral
jvc stop producing dvd players brazil jvc brazil subsidiary japan jvc announced stop production dvd players brazil,neutral
swedbank issue benchmark fixed rate covered deal euros maturing january,neutral
agricultural export firm software solution statement,neutral
printed circuit boards pcbs maker aspocomp december 2006 named senior vice president asian operations january,neutral
nordic infrastructure construction strategic growth areas,neutral
pulp paper industries growing countries like china russia,neutral
sanoma buyer target,neutral
transaction tikkurila powder coatings related operations,neutral
need malware removal tools type vendor choice directly browser bar use links website wrote trend micro monday,neutral
wo,neutral
printed related design expertise core marimekko brand,neutral
serving customers locally customer focus,neutral
convinced quickly told reporters,neutral
know people,neutral
lemiste city environment knowledge based economy providing work people total turnover companies amounting eek 5.4 bn chairman supervisory board lemiste city,neutral
19 lemminkainen hel lem1s today construct office building toolonlahti downtown helsinki disclosing financial details,neutral
25 november paints coatings tikkurila hel tik1v today state owned investment solidium oy sold stake total,neutral
26 january 2011 software solutions provider basware hel bas1v yesterday adjusted strategy goals years focus international growth mainly acquisitions,neutral
26 november sports equipment maker amer sports hel ameas today obtained eur30 note loan international investors,neutral
january 2011 scandinavian lenders sampo bank hel samas pohjola bank hel poh1s svenska handelsbanken sto shb provided eur160 line credit lemminkainen hel lem1s construction firm friday,neutral
crane supplied corporation golden refinery california similar crane delivered bp refinery spain,neutral
employees remain oulu plant support functions units,neutral
huge issue button,neutral
merger upm swedish stora enso likely,neutral
paper mill central town madison soon owner,neutral
total 30 order value booked fourth remainder booked second,neutral
total talvivaara mining plc shares subscribed june 30 stock option rights 2007a,neutral
total citycon shares nominal value 1.35 subscribed 19 april exercising options based stock option plan 1999,neutral
total citycon shares nominal value 1.35 subscribed december exercising options based stock option plan 1999,neutral
abn amro capital agreed sell helsinki based homeware producer iittala consumer products fiskars corp 310,neutral
according preliminary information forest industries federation imports increased 20 m3 2005 representing increase 15 2004,neutral
ac drives manufacturer vacon acquiring ac drives tb wood holdings,neutral
beverage olvi listed companies published financial result second,neutral
department store stockmann planning acquire directed issue rights offering,neutral
kemira ceo lasse says structural reorganisation continue,neutral
power fortum reports 89 electricity generated carbon dioxide emissions,neutral
rautaruukki engineering division ruukki engineering operations mo plant norway,neutral
stainless steel manufacturer outokumpu planning recruit engineers order meet retirement wave years,neutral
w+ñrtsil+ñ provides power solutions marine energy markets opened service centre russia,neutral
local government àm+ñl says contact management componenta find decision close plant àm+ñl,neutral
private equity investor capman owner lumene cosmetics planning list lumene,neutral
swedish engineering consultant firm etteplan establish unit town borl+ñnge turn month march april,neutral
investment sponda negotiations acquire center located center moscow london regional properties,neutral
according bank price 100mn-150mn,neutral
according energy soon found soft drinks,neutral
according hk ruokatalo meat comes,neutral
according l+ñnnen tehtaat ceo matti karppinen aims deliver fish products customers day earlier currently,neutral
according olvi negotiating agreements,neutral
according managing director ilkka m+ñkel+ñ food industry sector significant excess production machinery,neutral
according announcement helsinki stock exchange sentera shall list helsinki stock exchange,neutral
activities range development natural resources marketing finished products,neutral
additionally information segments competitors future outlook provided,neutral
additionally use solutions preparation financial statements according ifrs standard,neutral
affecto participated program development norwegian pension system,neutral
affecto provide efi data warehouse reporting solution system supporting operational decision processes data old systems efi system,neutral
affectogenimap builds highly customised solutions customers baltic countries,neutral
april cencorp employees territory,neutral
buying car carriers 50 percent stake grimaldi sole owner swedish roll roll port,neutral
completion acquisition poyry oil gas expertise cover multi engineering consulting complete oil gas asset lifecycle including engineering,neutral
"restructuring upm average paper machine capacity europe tons 350,000 short tons coated magazine paper tons short tons coated fine paper",neutral
transaction real 30 metsa botnia upm -- 17,neutral
transaction tikkurila powder coatings related operations,neutral
ahlstrom corporation stock exchange announcement ahlstrom corporation publish financial results friday april 27 approximately 8.30 time,neutral
offer hotel hotel project consultancy management brand training marketing india basis,neutral
aktia forecasts inflation 1.1,neutral
aldata noted voice supply chain technology approach enables vdw integrate warehouse management systems,neutral
aldata solution stock exchange release 11 august 2006 11.00 aldata shares subscribed 2003 stock options total shares aldata solution subscribed stock options,neutral
alexandria va dec 17 -- reijo nastola developed veneer,neutral
alexandria va dec 19 -- united states patent issued dec 14 assigned nokia corp espoo,neutral
alexandria va dec 22 -- united states patent issued dec 21 assigned outotec espoo,neutral
alexandria va jan -- united states patent issued jan assigned kemira chemicals inc,neutral
alexandria va march 15 -- turku developed panel press,neutral
alexandria va 23 -- matti espoo helsinki vantaa developed paper web press device,neutral
alexandria va oct 23 -- hans otto espoo developed method remote radio units communication system,neutral
alexandria va oct -- united states patent issued sept 28 assigned vacon vaasa,neutral
alma media corporation press release 15 march tyrvaan sanomat paikallissanomat bought suomen paikallissanomat local papers tyrvaan sanomat paikallissanomat sastamala municipalities bought suomen paikallissanomat oy,neutral
alma media corporation press release march 25 sanomat purchase confirmed operations sanomat oy transferred suomen paikallissanomat oy,neutral
industry investment government owned investment participate project,neutral
latvia act partner bakery customers production product development,neutral
ruukki construction rautaruukki construction division employer employee negotiations sites,neutral
altogether capman employs approximately 150 people helsinki stockholm copenhagen oslo moscow luxembourg,neutral
altona stated private altona chairman kevin resources,neutral
acquisition teliasonera france telecom biggest 2000 purchase orange plc 27.8 billion billion create world fourth largest telecom inc verizon communications inc ntt corp japan,neutral
earn payment 4.0 euro 5.3 paid depending intellibis financial performance,neutral
eu law issue introduced,neutral
firm air left 1998,neutral
apartments yit home purchased regions russia yit subsidiaries carry activities moscow moscow region st petersburg,neutral
approximately sek stockholm area remaining sek taken western coast,neutral
arena partners oy development electronic,neutral
deal savcor alfa bought lahtinen inc operations prior deal,neutral
july cap segments updated according average price,neutral
agreement aspocomp meadville 10 pct subsidiary oulu,neutral
reorganisation pohjola insurance 250 field staff private customers join payroll local cooperative banks beginning october,neutral
kauko telko ltd divided telko ltd leipurin ltd hamina terminal ltd kaukomarkkinat ltd,neutral
aspo structure operations developed predefined schedules,neutral
aspo serves demanding customers,neutral
aspocomp spin chinese indian units equipment salo plant newly formed unit sell hong kong listed meadville,neutral
point spread,neutral
end week protalix inc amex plx published offering amex capital,neutral
end march loans amounted,neutral
moment approximately 20 vianor offices russia,neutral
automation makes possible conduct tests simultaneously,neutral
barclays plc lse barc nyse bcs credit sa,neutral
based design previous handsets nokia e72 nokia symbian based model offer direct access 90 cent world corporate email mail exchange ibm notes,neutral
basware transactions service enables customer receive send invoices electronic format,neutral
basware finances acquisition bank loan,neutral
basware invoice processing basware contract matching basware order matching basware kpi reporting tool basware enterprise purchase pay product suite,neutral
basware invoice processing basware contract matching basware order matching basware kpi reporting tool basware enterprise purchase pay solution suite,neutral
basware offers support sap versions starting sap 4.5,neutral
beef imports fell slightly 2006 14mn kilos,neutral
benefon turn salo unit unit establish unit uk,neutral
capital capital laine biggest shareholders amanda capital,neutral
security available monthly subscription,neutral
blyk launching uk mid-2007 markets follow,neutral
body owns stakes power companies rts 100 rts body power rts received distribution balance,neutral
sources nokia unveil phone code named tube oct analyst media event london,neutral
tim cellular phone giant nokia corp offering 8.1 billion digital map supplier navteq corp chicago,neutral
capital base capital adequacy measurement based approaches ii,neutral
capman offices helsinki stockholm copenhagen oslo manages nordic buyout mezzanine technology life science real estate funds approximately eur2 .6 bn total capital,neutral
capman real estate fund total investment capacity euro 500 closed june 2005 invested commercial properties helsinki metropolitan area,neutral
slowed vehicle turned returned called,neutral
cargotec brands hiab kalmar macgregor global leaders fields solutions land sea cargo,neutral
cencorp focus development manufacture marketing standard products production automation,neutral
changes built models design communicated subcontractors accommodate steel grc fabrication process,neutral
choose giant red head -- giant color,neutral
closing transaction took place today,neutral
cohen steers inc 534 shares representing 4.985 capital voting rights,neutral
cohen steers inc 534 shares representing 4.985 capital voting rights,neutral
com possibly,neutral
companies evaluated report include secure microsoft trend micro,neutral
comptel corporation sami ervio president ceo distribution nasdaq omx helsinki major media comptel dynamic oss solutions enable telecom service providers deliver flexibly charge effectively,neutral
connectivity include outsourced scan capture paper invoices electronic format basware transactions service enables customer receive send invoices electronic format,neutral
country sector construction real estate target pohjolan design talo oy buyer capman vendor ruukki deal size usd 102.6 type divestment status agreed,neutral
country switzerland sector pharmaceuticals target holding ag buyer biotie therapies corp deal size usd type corporate acquisition financing stock status closed,neutral
country germany sector construction real estate machinery engineering target caverion gmbh buyer yit deal size usd type corporate acquisition status agreed,neutral
cramo service specialising construction machinery equipment rental rental related rental sale modular space,neutral
cramo plc service specialising construction machinery equipment rental rental related rental sale modular space,neutral
cs cabot exports 55 production mainly goodyear bridgestone michelin plants poland germany michelin italy logistics center paris stefan,neutral
currently plant operates capacity,neutral
danske bank denmark largest bank 3.5 customers,neutral
quickly possible,neutral
deliveries outotec place 30 months,neutral
deliveries nokia nokia nokia expected start second 2006,neutral
delivery second half 2011,neutral
den bosch based tomtom europe largest maker automotive navigation devices islands based garmin larger overall,neutral
depending situation projects sold years completion,neutral
pirkka beer olvi brewery moving day 24 hour work shifts,neutral
authorized city administration official came workers took letter,neutral
efore decided establish vehicle china,neutral
elcoteq dongguan established 1999 district dongguan china elcoteq volume manufacturing plants asia pacific region,neutral
elcoteq se stock exchange announcement february eet elcoteq publish financial statements bulletin wednesday february 11 9.00 eet,neutral
electricity consumption higher,neutral
elisa commissioned poyry telecom oy conduct study reception estonia largest cities tallinn,neutral
developed packaging,neutral
equipment manufactured vaahto hollola scheduled shipments,neutral
previously held positions finance control nokia networks including acting controller having corporate controller position nokia siemens networks,neutral
estonia minister day visit course meet liisa anttila,neutral
transaction consideration paid form interest bearing vendor notes,neutral
featuring s60 user interface 135 model comes 2.4 display 100 internal micro secure digital,neutral
feed companies suomen rehu raisio import gmo feed,neutral
financial strategic operational factors considered,neutral
financial details disclosed,neutral
financial details disclosed,neutral
financial terms disclosed,neutral
financial terms disclosed,neutral
technopolis planning bring section technopark stream st petersburg end kari mikkonen vice president technopolis told reporters helsinki,neutral
based companies l+ñnnen tehtaat raisio decided joint venture zao scandic feed established start local animal feed feed production northwest russia,neutral
cargo handling solutions cargotec june 17 acquire distributor 1987 limited undisclosed sum,neutral
construction machinery equipment rental cramo march 21 swedish sector subsidiary cramo ab sell dutch subsidiary cramo nederland bv cnl dutch rental scaffolding jaston groep bv undisclosed sum,neutral
drug distributor wholesaler oriola kd october 11 2006 named anne vice president logistics sourcing department january 15,neutral
electronics contract maker incap january sold manufacturing facilities helsinki local real estate sponda 5.3 euro 7.8,neutral
fibre based materials maker ahlstrom corp hel today decided close composite production line number 23 plant uk end march 2011,neutral
investment neomarkka main owner kuitu,neutral
investment neomarkka hel nembv today buy production facilities kuitu ltd negotiations option invest specialty cellulose fiber,neutral
investor scanfil hel scf1v friday bought 57 shares norwegian contract electronics manufacturer asa osl kit nok usd 18.1,neutral
plastic maker uponor selling irish uk infrastructure businesses private equity,neutral
property investor sponda agreed 100 credit facility swedbank 50 seven facility oko bank,neutral
publisher alma media hel aln1v wednesday decided extend eur1 .75 apiece mandatory tender offer media talentum hel started 19 august 16 november,neutral
real estate sponda april 11 build vuosaari service center port helsinki,neutral
finnlines deal strategy focus core businesses,neutral
industrial seek leed uponor building square foot distribution center park,neutral
following stora enso holding newpage remain unchanged,neutral
following registration capital biotie,neutral
"foodservice consumer goods markets served approximately 13,000 people 54 manufacturing units offices 33 countries",neutral
shares subscribed stock options shareholder rights commence date entered trade register,neutral
fortum expects annual capital expenditure years range 0.8 .2 billion earlier announced,neutral
fortum intended spend euro 2.7 bn sole owner tgk-10,neutral
fortum holds pct capital pct voting rights plans warsaw stock exchange,neutral
founded clientele consists public sector builders central trading companies major construction firms,neutral
line 16 sriperumbudur 15 nokia key suppliers aspocomp likely start operations months nokia telecom park sriperumbudur 45 km west chennai,neutral
secure internet security security service surfing web online banking shopping mail online activities,neutral
secure reported half seen growing number targeted malware attacks individuals companies organizations,neutral
43 compared 67 2004,neutral
feb 10 -- developed radio resource control method,neutral
germany centers united focusing companies aim use technologies development activity supporting companies entire,neutral
glaston glass processing unit tamglass glass processing manufacturer high quality safety glass products operates,neutral
glaston glass processing unit tamglass glass processing manufacturer high quality safety glass products,neutral
global markets direct pohjola bank plc financial analysis review depth financial analysis pohjola bank plc,neutral
chartered accountant british columbia certified public accountant washington state,neutral
rautakirja 1997 lead areas took position president ceo 2001,neutral
release march 26 read acacia subsidiary enters settlement agreement rule based monitoring technology secure acacia technologies licenses rule based monitoring technology secure,neutral
helsinki 19 lemminkainen hel lem1s today construct office building toolonlahti downtown helsinki disclosing financial details,neutral
position nokia siemens networks head human resources global,neutral
present position director stockmann international department stores,neutral
work included brand category major global,neutral
"honkarakenne decided yesterday sell 88,500 series shares key staff members eur2 .9",neutral
"honkarakenne decided yesterday sell 88,500 series shares key staff members",neutral
offer discount 25 50 selected books,neutral
needed provides information ferry connections hotels,neutral
currently manage hold 25 stake,neutral
image data produced browser phone server image sent handset display,neutral
implementation project carried yit association investment fund property investment russia epi,neutral
2006 tonnes co2 eu emissions credit eu traded underlying value approx,neutral
talentum disclose interim reports q1 january march friday 27 april q2 april june friday 20 july q3 july september friday 26 october,neutral
steel industry accounted 64 percent cargo volumes energy industry accounted 28 percent industries percent,neutral
letter economic affairs minister listed estonian shipping tallink approval entitled 15 cut port fees,neutral
recent interview financial times ft sampo board chairman bjorn wahlroos certainly sale price set sek 85 billion earlier statements,neutral
release oct 28 peab businesses continue conducted brands stockholm peab,neutral
addition online enable internet,neutral
addition contract includes treatment plant,neutral
connection deal digia employ 19 persons nokia oslo silicon valley usa,neutral
current position worked 1996,neutral
terms power generation fortum produced 39.3 twh electricity months 2006 compared twh 2005 according figures released latest financial results,neutral
financial statement tikkurila reported discontinued operations,neutral
fourth 2006 oko banks expects environment banking investment remain similar january september 2006,neutral
ceo duties outotec deputy ceo seppo,neutral
sinter plant mixed iron ore concentrate form sinter use blast furnaces raw material iron making,neutral
way industry starting point consumers needs,neutral
total surveillance cameras handled managed according variety needs,neutral
volume focus outside 60 products poland baltic countries,neutral
incap headquartered oulu electronics contract manufacturer 750 employees estonia india,neutral
incap contract manufacturing subsidiary incap corporation,neutral
includes brand data category distribution channel data,neutral
serve subscribers approximately 27,neutral
industry asia pakistan malaysia taiwan philippines today global research data going publish analyses cement markets asia,neutral
intellisync wireless email nokia featured wireless mail solution users mail calendar notes away office according,neutral
investment management investment advisory sole line,neutral
investments disclosed,neutral
investments product development stood 6.0 euro 8.8,neutral
disclose financial results daily,neutral
includes installation equipment training start service work shoe press delivered vaahto 2001,neutral
agreed board directors available advisory role,neutral
process taking seat capman board course support capman management,neutral
set launch messaging service days enable users access mail accounts ms exchange,neutral
estonia second largest meat processing according ac nielsen data 13 percent,neutral
expected online 2011,neutral
,neutral
decided auditors reimbursed according invoice,neutral
report results august 22,neutral
"annual capacity 10,000 mw",neutral
percent according ac nielsen data,neutral
product portfolio comprises harvester heads cranes,neutral
ceo yit focusing housing real estate development,neutral
beta lang updates die die version,neutral
joint procurement later extended factories baltic countries,neutral
jon risfelt previously held operational executive positions ericsson sas american express card travel divisions ceo vodafone sweden ceo products ceo,neutral
kaleva kustannus oy according notice 10 august acquired alma media shares,neutral
karppinen expects consolidation trend continue,neutral
kaupthing forecasts swedish stora enso close mill germany,neutral
kemira shares closed x20ac .71,neutral
"kesko 2,000 stores engaged chain operations nordic baltic countries russia belarus",neutral
rantanen previously development director hk ruokatalo poultry,neutral
retail chain 11 stores controlled non food center ky oy scan oy,neutral
volume,neutral
l+ñnnen tehtaat food division strategic units apetit frozen foods apetit fish,neutral
firm acquired oy real estate development advise capman property activities,neutral
later 150 houses build area,neutral
lemmink+ñinen started manufacture felt production asphalt 1930s,neutral
like mechanical pipettors biohit proline plus marked comes,neutral
london afx plc testing inspection commercial electrical division bought based oy etteplan 1.3 cash,neutral
corp 2.56 nokia corp 10 cents nokia agreed buy digital music distributor 60,neutral
spokesperson told expect 50 50 mix clothing home,neutral
adp news dec 11 power supply solutions provider efore omx efo1v yesterday opened technology research development r&d laboratory helsinki university technology,neutral
adp news nov paper packaging forest products stora enso omx sterv today invest usd building power plant,neutral
acquisition sum disclosed,neutral
took fifth place shot spain germany player highest placed british sharing place shooting 71,neutral
wait thousands washington guides anglers nearly,neutral
manavigator november deal swedish peab buys equipment rental firm cramo swedish construction peab ab sto peab announced acquisition equipment rental cramo ab cramo hel,neutral
marathon 4.6 percent stake plx according bloomberg,neutral
data analytics primary secondary research,neutral
29 companiesandmarketscom delivered newstex -- report provides key data information meat fish poultry,neutral
alfa owns 25.1 megafon altimo 18.5 stake holding,neutral
mercator use software retail wholesale operations markets southeastern europe,neutral
metsa botnia sell stake uruguayan companies metsaliitto -- 5.5,neutral
metso foundries jyvaskyla oy discontinue production line 30 september,neutral
metso foundries jyvaskyla oy discontinue production line 30 september,neutral
metso sold roll manufacturing related assets town nokia southern investors operate oy,neutral
microsoft week issued patch windows system beta released days earlier,neutral
"50,000 tonnes asphalt mix contract",neutral
real paper maker metsaliitto release second report 12:00 eet august,neutral
real corporation stock exchange release 27 august pm real received cash payment sappi real corporation divested graphic papers sappi limited end 750,neutral
+1 pay eur16 .5 transaction price closing remaining sum 2012,neutral
disclosed,neutral
negotiations representatives personnel restructuring process ended,neutral
companies use genetically engineered soy moment,neutral
neste oil publish results friday 24 october approximately eet,neutral
delhi feb 12 -- jukka jussi risto nokia telecommunications oy espoo developed cable adjustment device,neutral
novator products supposed exported,neutral
marimekko current director clothing bags accessories lines role,neutral
changes media activity seen october compared september,neutral
decision sale issued existing treasury shares ya global,neutral
financial detail available,neutral
financial details revealed,neutral
financial information provided,neutral
devices involved action,neutral
nokia negotiating product portfolio,neutral
nordea pankki suomi according previously announced forward contracts alma media corporation shares,neutral
nordea chairman board hans informed nomination committee election annual general meeting 2011,neutral
nordea cheapest couple 30s debt,neutral
nordic january 2006 efore plc plant estonia 1998 2006 m2 communications ltd power electronics manufacturer efore plc tuesday 17 january plant parnu estonia,neutral
nordstjernan offer approximately month september,neutral
number offers received contract,neutral
analysis,neutral
odell state issue,neutral
"center area expected 700,000 square metres office premises 2016",neutral
okmetic furnaces contract manufacturing solar crystals,neutral
okmetic financial outlook based order book,neutral
25 august sampo stake nordea,neutral
apply jobs directly ipad select covering letter appropriate position,neutral
price category calls preferred operator network calls operators networks,neutral
operators need use device multiple levels applications including voice directed operations,neutral
originally posted security blog security watch,neutral
oriola kd spin pharmaceutical orion wholesale division,neutral
north issue benchmark fixed rate deal euros,neutral
details provided,neutral
objective yield significant turnover russia couple years says solteq managing director hannu,neutral
outotec currently delivering oil shale processing plant eesti energia estonia based technology developed jointly eesti energia outotec,neutral
jpmorgan co nyse jpm bank joint lead managers senior unsecured deal,neutral
panostaja disclose purchase price,neutral
pharmaceutical belgium global research data published recently analysis pharmaceutical markets belgium,neutral
pharmaceutical poland global research data published recently analysis pharmaceutical markets poland,neutral
available comment report,neutral
pohjola cooperative banks continued combine branch office network,neutral
pohjola act manager issue bond listed nasdaq omx helsinki ltd,neutral
ponsse maintenance service network geographical areas,neutral
poyry announcement 10 december pm poyry plc stock option program 2004 63 shares subscribed 27 october stock options,neutral
presentation materials posted website investor relations section webcast presentations,neutral
previously grimaldi held pct stake following takeover bid launched november 2006,neutral
price talk mid swaps plus 105 bps area leads barclays ubs cba,neutral
prior transaction financial terms disclosed alma media owned 40,neutral
production facilities july investment neomarkka hel nembv today buy production facilities kuitu ltd negotiations option invest specialty cellulose fiber,neutral
products include consumer electronics devices mobile phones accessories set boxes flat panel tvs system solutions products infrastructure systems modules industrial segment products,neutral
proha plc euronext 7327 announced today 19 fully owned subsidiary safran software solutions agreed sell 49 safran north america llc sna holding investment based norway,neutral
proha plc euronext 7327 announced today 19 fully owned subsidiary safran software solutions agreed sell 49 safran north america llc sna holding investment based norway,neutral
proline plus available single models fixed volume single channel models volume ranges 0.1 micro litres 10 ml,neutral
protalix closed friday american stock exchange giving cap,neutral
protalix developing genetically engineered proteins plant,neutral
purchase,neutral
r&d loan,neutral
radiation today service house expert radiation nuclear safety issues,neutral
raisio site main production plants headquarters,neutral
rapala vmc corporation rapala based engaged manufacture distribution fishing equipment accessories,neutral
rautalinko mobility job division continued,neutral
recently decided build second identical plant site commissioned end,neutral
retail chain suomen given index 5.8 airline sas 5.8 teliasonera broadband 6.1 german retail chain 6.1 mobile subscriptions 6.1 tallink shipping line 6.3 power helsinki energy 6.3,neutral
risto chief executive print owner remainder position acquisition,neutral
nordic raiffeisen banking austria subsidiary raiffeisen leasing gmbh austria,neutral
provider flight deck cabin information management solutions aircraft operators,neutral
sectors building construction infrastructure construction technical building,neutral
salcomp manufacturing oy pay 35 cash salcomp connection implementation sale transfer,neutral
sampo housing loan bank unit sampo bank priced eur1bn usd1 .3 bn bond reuters reported,neutral
sampo plc jarmo salonen head investor relations communications tel +358 10 distribution nasdaq omx helsinki principal media financial supervisory authority wwwsampocom announcement distributed thomson reuters behalf thomson reuters clients,neutral
san francisco marketwatch -- nokia corp world largest cell phone maker consumer electronics introduce high end thin folding phone according media report monday,neutral
sanoma magazines international invite shareholders holding approximately 15 shares sell shares,neutral
scanfil plc global contract manufacturer systems supplier communication industrial electronics,neutral
outoteccom eila paatela vice president corporate communications tel +358 20 529 2004 mobile +358 400 817198 mail eila,neutral
sdm offers general rental equipment aluminium scaffolding power customers construction sector,neutral
extensive training products built latest technologies wonderware system platform,neutral
simultaneously alma media purchased 35 arena interactive subsidiary arena partners focus mobile solutions development,neutral
simultaneously merger plan merger plan signed according suomen oy subsidiary vtm rakennuskonevuokraamo oy merged vtm rakennuskonevuokraamo oy,neutral
far known sell shares owns,neutral
solidium holds 5.0 cent shares solidium oy acquired 5.0 cent shares tieto corporation approximately,neutral
3.8 euro 5.2 base acquisition price paid cash rest subscription offering total ixonos shares,neutral
lay offs implemented time employment contracts,neutral
products co packaging friday bought 75 percent italy spa,neutral
sponda property investment specialising commercial properties largest cities russia,neutral
abp shares representing capital voting rights,neutral
stockholm march 2011 cybercom cybercom high tech consultancy offers global sourcing end end solutions,neutral
stora enso meetings labor authorities employment economic development centres representatives government order find solutions,neutral
subscribers china unicom nation second largest mobile phone operator china mobile expected release videos blog internet mobile phones march,neutral
sunrise resources operates russian near development markets wholly owned russian subsidiary 80 personnel russia,neutral
swiss bank credit suisse international act investor manufacturing plant astana administration,neutral
talvivaara mining plc talvivaara mining lse based nickel mining installed second production line metals recovery plant june,neutral
talvivaara mining plc talvivaara mining internationally significant base metals producer primary focus nickel zinc technology known bioheapleaching extract metals ore,neutral
tampere science parks owns leases builds office properties specialises facilities technology oriented businesses,neutral
target tieto corporation identity code date change holding 22 january portion shares votes current holding op pohjola central cooperative shares represents 4.14 shares voting rights,neutral
technopolis approximately 130 customer companies jyvaskyla,neutral
tecnomen headquartered espoo develops messaging charging solutions telecomms operators service providers worldwide,neutral
tecnomen solution prepaid post paid billing charging rating voice video calls data traffic kind content mobile fixed networks,neutral
tecnomen system features range value added prepaid post paid billing charging rating voice calls data traffic kind content mobile fixed networks,neutral
teliasonera subsidiary mobile operator emt estonia created world mobile identification service makes possible vote mobile phone,neutral
teollisuuden voima utility known tvo mitsubishi heavy eu model reactors corp ge nuclear energy korea hydro nuclear power co,neutral
terms acquisition disclosed,neutral
terms disclosed,neutral
thanks development system enables palm oil uses knows exactly palm oil produced,neutral
square metre technology center located near university tampere central tampere,neutral
"5,000 wind farm planned raahe built offshore ruukki raahe works",neutral
"acquired plant annual capacity 300,000 tonnes production sold domestic customers",neutral
acquisition expected place end august,neutral
acquisition avc systemhaus majority stake cableway increase number teleste personnel 250,neutral
acquisition financed 2.56 billion debt arranged goldman sachs co,neutral
airline targeting travel agents operators travel management companies raise awareness targeting consumers added,neutral
annual report contains financial statements consolidated financial statements report board directors report,neutral
"annual report sent automatically shareholders holding 2,000 sampo plc shares",neutral
apple inc iphone wo change game plan verizon communications inc chief executive wednesday,neutral
"approximately 20,000 dwt vessel ordered india",neutral
arrangements apply units outside,neutral
bank àland acquired private banking asset management brokerage kaupthing sweden early,neutral
bank mitsubishi ltd acted loan,neutral
bank provides mortgage loans buy apartments complex 11 13 annum rubles,neutral
biggest sellers chain supermarkets organic pirkka meat products,neutral
bond value eur150 maturity years,neutral
bridge built south existing bridge spanning strait,neutral
building house example oy jyvaskyla premises companies announced later says director technopolis operations jyvaskyla,neutral
goals temporary lay offs carried summer savings measures,neutral
units cover forest industry chain owns forests sawmills paper pulp mills processing plants,neutral
businesses divested offer dairy ready ice packaging local customers,neutral
casing comprises casing member provided vat segment second casing member provided second vat segment casing member,neutral
changes effect january estimated impact number employees,neutral
city invite public procurement tender tailor public furniture park public bus shelters street lights,neutral
combined value orders 3mn,neutral
combined value orders,neutral
combined value planned investments 30mn,neutral
companies aim close deal end,neutral
sell approximately 150 hectares land city valkeakoski end job job program,neutral
palm oil altogether,neutral
disclose price acquisition,neutral
hiab products products,neutral
present hold shares,neutral
disclose sum applied,neutral
expects meat purchases remain 8mn kilos 2011,neutral
expects open online shop summer 2011,neutral
decided stop operations ruukki construction division latvia lithuania concentrate production logistics parnu estonia,neutral
"intends launch housing development acquired land plots construct 50,000 60 000 square metres housing annum 2011",neutral
headquartered sievi listed nordic exchange helsinki,neutral
time tenth shares maximum,neutral
operates power plants regions district,neutral
operates worldwide employs total approximately persons,neutral
outlook,neutral
board directors propose dividend annual general meeting scheduled held march 23,neutral
board directors propose dividend eur0 .15 2005,neutral
board directors propose dividend eur1 .00 2005,neutral
equipment rental portfolio consists primarily tools small mid sized customers construction industry,neutral
model based developer contracting construction projects customer focused project management,neutral
results include non recurring items,neutral
says measures longer needed,neutral
"serves approximately 3,000 customers 100 countries",neutral
serves customers industries including process resources industrial machinery architecture building construction electrical transportation electronics chemical petrochemical energy information technology catering households,neutral
serves customers industries including process resources industrial machinery architecture building construction electrical transportation electronics chemical petrochemical energy information technology catering households,neutral
supposed deliver machinery veneer mill region russia,neutral
shut paper machine austria paper machines 10 months helsinki based upm yesterday,neutral
disclose details including anticipated transaction timetable investor week,neutral
issue inaugural deal near future subject conditions,neutral
propose dividend eur0 .12,neutral
lower price development projects compared november,neutral
construction project scheduled start second building scheduled place end,neutral
"contract includes installation work close 1,000 vehicles",neutral
contract comprises log handling line peeling line veneer drying line,neutral
contract covers supply temporary heating equipment lkab plant kiruna northern sweden,neutral
